,날짜,종가,전일비,시가,고가,저가,거래량
3,2009.06.03,552000.0,4000.0,558000.0,565000.0,551000.0,386327.0
4,2009.06.02,556000.0,2000.0,566000.0,569000.0,555000.0,557997.0
5,2009.06.01,558000.0,0.0,552000.0,558000.0,544000.0,417569.0
9,2009.05.29,558000.0,1000.0,557000.0,561000.0,550000.0,507107.0
10,2009.05.28,559000.0,24000.0,540000.0,559000.0,536000.0,661008.0
11,2009.05.27,535000.0,3000.0,545000.0,551000.0,534000.0,621474.0
12,2009.05.26,538000.0,7000.0,545000.0,547000.0,535000.0,561091.0
13,2009.05.25,545000.0,5000.0,546000.0,554000.0,520000.0,569233.0
1,2009.05.22,550000.0,13000.0,557000.0,560000.0,550000.0,513419.0
2,2009.05.21,563000.0,13000.0,570000.0,573000.0,560000.0,401741.0
3,2009.05.20,576000.0,6000.0,573000.0,577000.0,570000.0,424441.0
4,2009.05.19,570000.0,14000.0,567000.0,573000.0,562000.0,558953.0
5,2009.05.18,556000.0,1000.0,555000.0,560000.0,551000.0,448912.0
9,2009.05.15,555000.0,3000.0,558000.0,562000.0,553000.0,470800.0
10,2009.05.14,552000.0,8000.0,556000.0,557000.0,551000.0,616722.0
11,2009.05.13,560000.0,1000.0,563000.0,566000.0,557000.0,587440.0
12,2009.05.12,561000.0,2000.0,563000.0,569000.0,560000.0,478618.0
13,2009.05.11,563000.0,6000.0,566000.0,568000.0,558000.0,645642.0
1,2009.05.08,569000.0,3000.0,566000.0,574000.0,563000.0,457850.0
2,2009.05.07,566000.0,1000.0,572000.0,573000.0,559000.0,692174.0
3,2009.05.06,565000.0,17000.0,575000.0,581000.0,563000.0,1162246.0
4,2009.05.04,582000.0,10000.0,595000.0,597000.0,578000.0,794074.0
5,2009.04.30,592000.0,6000.0,595000.0,602000.0,584000.0,614575.0
9,2009.04.29,586000.0,11000.0,577000.0,586000.0,575000.0,330345.0
10,2009.04.28,575000.0,10000.0,590000.0,590000.0,575000.0,483330.0
11,2009.04.27,585000.0,7000.0,592000.0,594000.0,579000.0,544508.0
12,2009.04.24,592000.0,35000.0,616000.0,627000.0,590000.0,918606.0
13,2009.04.23,627000.0,18000.0,614000.0,632000.0,611000.0,648383.0
1,2009.04.22,609000.0,18000.0,598000.0,615000.0,594000.0,823549.0
2,2009.04.21,591000.0,1000.0,581000.0,596000.0,578000.0,366625.0
3,2009.04.20,592000.0,5000.0,600000.0,601000.0,582000.0,352314.0
4,2009.04.17,597000.0,16000.0,594000.0,604000.0,589000.0,813278.0
5,2009.04.16,581000.0,4000.0,596000.0,599000.0,580000.0,585753.0
9,2009.04.15,585000.0,10000.0,566000.0,585000.0,565000.0,515900.0
10,2009.04.14,575000.0,8000.0,585000.0,588000.0,571000.0,511532.0
11,2009.04.13,583000.0,20000.0,594000.0,600000.0,582000.0,414643.0
12,2009.04.10,603000.0,23000.0,597000.0,603000.0,588000.0,654511.0
13,2009.04.09,580000.0,23000.0,561000.0,584000.0,560000.0,618462.0
1,2009.04.08,557000.0,27000.0,574000.0,578000.0,555000.0,629676.0
2,2009.04.07,584000.0,10000.0,591000.0,595000.0,583000.0,548239.0
3,2009.04.06,594000.0,1000.0,593000.0,613000.0,593000.0,666796.0
4,2009.04.03,593000.0,2000.0,599000.0,600000.0,584000.0,494771.0
5,2009.04.02,591000.0,21000.0,584000.0,591000.0,575000.0,574300.0
9,2009.04.01,570000.0,2000.0,570000.0,580000.0,559000.0,499210.0
10,2009.03.31,568000.0,1000.0,564000.0,584000.0,563000.0,400383.0
11,2009.03.30,567000.0,17000.0,581000.0,590000.0,565000.0,367430.0
12,2009.03.27,584000.0,14000.0,581000.0,589000.0,574000.0,570942.0
13,2009.03.26,570000.0,14000.0,551000.0,571000.0,548000.0,417543.0
1,2009.03.25,556000.0,3000.0,550000.0,559000.0,550000.0,255161.0
2,2009.03.24,559000.0,10000.0,560000.0,560000.0,548000.0,496199.0
3,2009.03.23,549000.0,7000.0,542000.0,555000.0,542000.0,348027.0
4,2009.03.20,542000.0,1000.0,535000.0,549000.0,535000.0,351232.0
5,2009.03.19,541000.0,1000.0,547000.0,549000.0,537000.0,390350.0
9,2009.03.18,540000.0,6000.0,538000.0,541000.0,527000.0,338260.0
10,2009.03.17,534000.0,11000.0,528000.0,537000.0,517000.0,404265.0
11,2009.03.16,523000.0,5000.0,526000.0,536000.0,517000.0,294232.0
12,2009.03.13,528000.0,8000.0,540000.0,550000.0,528000.0,482577.0
13,2009.03.12,536000.0,11000.0,520000.0,536000.0,520000.0,1015424.0
1,2009.03.11,525000.0,21000.0,519000.0,525000.0,513000.0,531834.0
2,2009.03.10,504000.0,11000.0,505000.0,518000.0,502000.0,409733.0
3,2009.03.09,515000.0,12000.0,510000.0,516000.0,497500.0,364505.0
4,2009.03.06,503000.0,0.0,496000.0,505000.0,494000.0,388240.0
5,2009.03.05,503000.0,14000.0,499000.0,506000.0,489500.0,659652.0
9,2009.03.04,489000.0,13500.0,478000.0,490500.0,469000.0,522266.0
10,2009.03.03,475500.0,13500.0,454500.0,479000.0,454500.0,499864.0
11,2009.03.02,462000.0,15000.0,475500.0,475500.0,458000.0,495966.0
12,2009.02.27,477000.0,0.0,475000.0,493000.0,470500.0,591657.0
13,2009.02.26,477000.0,1000.0,479000.0,493000.0,465000.0,439354.0
1,2009.02.25,478000.0,10500.0,481500.0,483000.0,473500.0,418548.0
2,2009.02.24,467500.0,17500.0,470000.0,472500.0,464000.0,453439.0
3,2009.02.23,485000.0,17500.0,465000.0,485000.0,461000.0,426559.0
4,2009.02.20,467500.0,13000.0,475000.0,480000.0,467500.0,520104.0
5,2009.02.19,480500.0,2500.0,476500.0,488000.0,471500.0,529170.0
9,2009.02.18,478000.0,12500.0,488000.0,489000.0,477500.0,581210.0
10,2009.02.17,490500.0,13500.0,499000.0,500000.0,487000.0,473899.0
11,2009.02.16,504000.0,7000.0,508000.0,520000.0,502000.0,327738.0
12,2009.02.13,511000.0,9000.0,511000.0,519000.0,504000.0,481436.0
13,2009.02.12,520000.0,7000.0,507000.0,520000.0,501000.0,560429.0
1,2009.02.11,513000.0,7000.0,506000.0,519000.0,505000.0,325350.0
2,2009.02.10,520000.0,7000.0,532000.0,534000.0,514000.0,497492.0
3,2009.02.09,527000.0,18000.0,545000.0,548000.0,521000.0,652399.0
4,2009.02.06,545000.0,24000.0,536000.0,545000.0,529000.0,696621.0
5,2009.02.05,521000.0,3000.0,520000.0,536000.0,513000.0,695839.0
9,2009.02.04,518000.0,28000.0,505000.0,520000.0,499500.0,614068.0
10,2009.02.03,490000.0,16500.0,488500.0,499000.0,473500.0,549025.0
11,2009.02.02,473500.0,14500.0,488000.0,496000.0,472500.0,471490.0
12,2009.01.30,488000.0,10500.0,484500.0,492500.0,484000.0,386698.0
13,2009.01.29,498500.0,10000.0,488500.0,499500.0,481000.0,656374.0
1,2009.01.28,488500.0,46500.0,470000.0,492000.0,464000.0,919012.0
2,2009.01.23,442000.0,19000.0,447500.0,451500.0,438500.0,632513.0
3,2009.01.22,461000.0,12500.0,464000.0,464000.0,449500.0,524424.0
4,2009.01.21,448500.0,15500.0,450000.0,454000.0,447000.0,444825.0
5,2009.01.20,464000.0,11000.0,460500.0,466000.0,457000.0,369921.0
9,2009.01.19,475000.0,6000.0,476000.0,480500.0,471000.0,382738.0
10,2009.01.16,469000.0,9500.0,464000.0,469000.0,455500.0,445234.0
11,2009.01.15,459500.0,30000.0,474500.0,474500.0,457500.0,629006.0
12,2009.01.14,489500.0,2000.0,489500.0,492000.0,477500.0,386381.0
13,2009.01.13,491500.0,2000.0,490500.0,493000.0,480000.0,351933.0
1,2009.01.12,489500.0,3500.0,490000.0,498000.0,487000.0,354360.0
2,2009.01.09,493000.0,15000.0,503000.0,506000.0,486000.0,602855.0
3,2009.01.08,508000.0,16000.0,518000.0,519000.0,503000.0,613566.0
4,2009.01.07,524000.0,26000.0,505000.0,524000.0,499000.0,827163.0
5,2009.01.06,498000.0,22000.0,482000.0,502000.0,479500.0,901449.0
9,2009.01.05,476000.0,6000.0,480000.0,487000.0,473500.0,609528.0
10,2009.01.02,470000.0,19000.0,453500.0,470000.0,442500.0,460533.0
11,2008.12.30,451000.0,3000.0,458000.0,463500.0,451000.0,359177.0
12,2008.12.29,454000.0,2000.0,456000.0,457000.0,438500.0,319072.0
13,2008.12.26,456000.0,4000.0,460500.0,463000.0,454000.0,231564.0
1,2008.12.24,460000.0,3500.0,464500.0,466000.0,456000.0,378921.0
2,2008.12.23,456500.0,29500.0,481000.0,484500.0,456500.0,570568.0
3,2008.12.22,486000.0,3500.0,499500.0,502000.0,481000.0,458601.0
4,2008.12.19,489500.0,21500.0,475000.0,497500.0,474000.0,980858.0
5,2008.12.18,468000.0,8500.0,460000.0,468500.0,453500.0,667525.0
9,2008.12.17,459500.0,2500.0,465500.0,467000.0,451000.0,677723.0
10,2008.12.16,457000.0,15000.0,465000.0,467000.0,450500.0,704494.0
11,2008.12.15,472000.0,7000.0,470000.0,481000.0,468000.0,558818.0
12,2008.12.12,465000.0,17500.0,466000.0,480500.0,458000.0,558446.0
13,2008.12.11,482500.0,1500.0,482000.0,483500.0,460500.0,1038513.0
1,2008.12.10,481000.0,11500.0,469000.0,481000.0,466000.0,745554.0
2,2008.12.09,469500.0,5500.0,466000.0,469500.0,453000.0,593059.0
3,2008.12.08,464000.0,37000.0,434500.0,465000.0,430000.0,808511.0
4,2008.12.05,427000.0,3500.0,425500.0,437000.0,425500.0,591562.0
5,2008.12.04,430500.0,10500.0,446000.0,446500.0,427000.0,699805.0
9,2008.12.03,441000.0,13000.0,454000.0,460000.0,435500.0,723926.0
10,2008.12.02,454000.0,22500.0,452000.0,462000.0,450500.0,483696.0
11,2008.12.01,476500.0,9500.0,485500.0,486000.0,474500.0,430148.0
12,2008.11.28,486000.0,1000.0,486000.0,488500.0,479500.0,451281.0
13,2008.11.27,485000.0,12000.0,484000.0,487000.0,477500.0,531590.0
1,2008.11.26,473000.0,21500.0,461000.0,475000.0,456000.0,620918.0
2,2008.11.25,451500.0,11500.0,458000.0,466500.0,440500.0,662270.0
3,2008.11.24,440000.0,2000.0,442000.0,454000.0,436000.0,582670.0
4,2008.11.21,442000.0,19000.0,419000.0,446000.0,411000.0,631373.0
5,2008.11.20,423000.0,15000.0,422000.0,431500.0,419500.0,561849.0
9,2008.11.19,438000.0,3000.0,435000.0,443500.0,424000.0,620423.0
10,2008.11.18,435000.0,15500.0,438500.0,444500.0,435000.0,679475.0
11,2008.11.17,450500.0,14500.0,464500.0,464500.0,442000.0,651607.0
12,2008.11.14,465000.0,9000.0,484500.0,486000.0,461000.0,591769.0
13,2008.11.13,474000.0,6500.0,465000.0,474000.0,456000.0,737100.0
1,2008.11.12,480500.0,10000.0,467000.0,489000.0,459500.0,609281.0
2,2008.11.11,470500.0,4000.0,463000.0,479000.0,456500.0,720884.0
3,2008.11.10,474500.0,15000.0,493500.0,499500.0,472000.0,908392.0
4,2008.11.07,489500.0,2000.0,470000.0,495500.0,463000.0,992374.0
5,2008.11.06,491500.0,23500.0,500000.0,509000.0,485000.0,774507.0
9,2008.11.05,515000.0,1000.0,520000.0,526000.0,505000.0,820001.0
10,2008.11.04,514000.0,2000.0,516000.0,522000.0,506000.0,783348.0
11,2008.11.03,516000.0,19000.0,531000.0,545000.0,514000.0,882742.0
12,2008.10.31,535000.0,2000.0,537000.0,550000.0,515000.0,1231473.0
13,2008.10.30,537000.0,62000.0,507000.0,546000.0,491000.0,1094097.0
1,2008.10.29,475000.0,11500.0,489000.0,503000.0,442500.0,1297469.0
2,2008.10.28,463500.0,25500.0,430000.0,476500.0,426500.0,995508.0
3,2008.10.27,438000.0,30500.0,407500.0,438000.0,403000.0,962000.0
4,2008.10.24,407500.0,65000.0,473000.0,475000.0,406000.0,1192527.0
5,2008.10.23,472500.0,35500.0,477000.0,484500.0,460000.0,1000460.0
9,2008.10.22,508000.0,11000.0,517000.0,523000.0,490000.0,677300.0
10,2008.10.21,519000.0,2000.0,526000.0,530000.0,509000.0,490358.0
11,2008.10.20,521000.0,16000.0,512000.0,525000.0,499500.0,552337.0
12,2008.10.17,505000.0,1000.0,520000.0,520000.0,491500.0,890837.0
13,2008.10.16,504000.0,43000.0,520000.0,527000.0,500000.0,938627.0
1,2008.10.15,547000.0,13000.0,548000.0,552000.0,534000.0,629148.0
2,2008.10.14,560000.0,36000.0,541000.0,560000.0,541000.0,661042.0
3,2008.10.13,524000.0,3000.0,523000.0,539000.0,521000.0,610040.0
4,2008.10.10,521000.0,20000.0,528000.0,532000.0,506000.0,883889.0
5,2008.10.09,541000.0,13000.0,528000.0,548000.0,528000.0,717606.0
9,2008.10.08,528000.0,3000.0,519000.0,535000.0,517000.0,658704.0
10,2008.10.07,531000.0,14000.0,506000.0,538000.0,505000.0,593762.0
11,2008.10.06,517000.0,11000.0,520000.0,524000.0,510000.0,635956.0
12,2008.10.02,528000.0,5000.0,531000.0,539000.0,518000.0,547951.0
13,2008.10.01,533000.0,6000.0,542000.0,543000.0,524000.0,515995.0
1,2008.09.30,539000.0,5000.0,518000.0,544000.0,514000.0,757960.0
2,2008.09.29,544000.0,9000.0,558000.0,563000.0,540000.0,557064.0
3,2008.09.26,553000.0,14000.0,560000.0,562000.0,551000.0,526402.0
4,2008.09.25,567000.0,3000.0,557000.0,569000.0,551000.0,363040.0
5,2008.09.24,564000.0,4000.0,557000.0,569000.0,557000.0,414021.0
9,2008.09.23,560000.0,2000.0,549000.0,565000.0,548000.0,462841.0
10,2008.09.22,558000.0,0.0,557000.0,571000.0,552000.0,550053.0
11,2008.09.19,558000.0,41000.0,535000.0,558000.0,532000.0,1065490.0
12,2008.09.18,517000.0,8000.0,509000.0,521000.0,504000.0,822604.0
13,2008.09.17,525000.0,0.0,535000.0,537000.0,522000.0,599571.0
1,2008.09.16,525000.0,18000.0,510000.0,526000.0,509000.0,821181.0
2,2008.09.12,543000.0,6000.0,544000.0,550000.0,539000.0,605174.0
3,2008.09.11,537000.0,5000.0,545000.0,557000.0,536000.0,944275.0
4,2008.09.10,542000.0,6000.0,522000.0,548000.0,520000.0,730137.0
5,2008.09.09,536000.0,7000.0,540000.0,540000.0,530000.0,440819.0
9,2008.09.08,543000.0,23000.0,533000.0,551000.0,531000.0,778548.0
10,2008.09.05,520000.0,6000.0,503000.0,536000.0,502000.0,872989.0
11,2008.09.04,514000.0,13000.0,515000.0,522000.0,511000.0,555711.0
12,2008.09.03,527000.0,10000.0,512000.0,531000.0,512000.0,514484.0
13,2008.09.02,517000.0,11000.0,500000.0,517000.0,500000.0,688885.0
1,2008.09.01,506000.0,10000.0,503000.0,509000.0,501000.0,716739.0
2,2008.08.29,516000.0,5000.0,520000.0,526000.0,512000.0,729444.0
3,2008.08.28,521000.0,9000.0,526000.0,532000.0,520000.0,546440.0
4,2008.08.27,530000.0,10000.0,535000.0,537000.0,517000.0,687408.0
5,2008.08.26,540000.0,20000.0,555000.0,555000.0,539000.0,654017.0
9,2008.08.25,560000.0,3000.0,558000.0,562000.0,554000.0,291262.0
10,2008.08.22,557000.0,4000.0,551000.0,558000.0,545000.0,317527.0
11,2008.08.21,553000.0,7000.0,560000.0,561000.0,552000.0,352531.0
12,2008.08.20,560000.0,4000.0,556000.0,566000.0,555000.0,440811.0
13,2008.08.19,564000.0,15000.0,572000.0,575000.0,563000.0,357515.0
1,2008.08.18,579000.0,1000.0,581000.0,586000.0,573000.0,330346.0
2,2008.08.14,580000.0,7000.0,580000.0,586000.0,578000.0,394525.0
3,2008.08.13,587000.0,8000.0,591000.0,596000.0,583000.0,388962.0
4,2008.08.12,595000.0,10000.0,595000.0,602000.0,589000.0,627707.0
5,2008.08.11,585000.0,12000.0,586000.0,592000.0,583000.0,438263.0
9,2008.08.08,573000.0,5000.0,570000.0,574000.0,562000.0,490693.0
10,2008.08.07,578000.0,9000.0,591000.0,593000.0,573000.0,469476.0
11,2008.08.06,587000.0,20000.0,581000.0,587000.0,576000.0,427759.0
12,2008.08.05,567000.0,2000.0,565000.0,574000.0,563000.0,491624.0
13,2008.08.04,565000.0,0.0,569000.0,570000.0,557000.0,342112.0
1,2008.08.01,565000.0,1000.0,559000.0,567000.0,557000.0,270036.0
2,2008.07.31,564000.0,16000.0,547000.0,567000.0,547000.0,526648.0
3,2008.07.30,548000.0,4000.0,552000.0,557000.0,545000.0,527976.0
4,2008.07.29,544000.0,16000.0,548000.0,551000.0,542000.0,597317.0
5,2008.07.28,560000.0,16000.0,571000.0,573000.0,554000.0,877946.0
9,2008.07.25,576000.0,38000.0,599000.0,603000.0,574000.0,1011832.0
10,2008.07.24,614000.0,27000.0,587000.0,614000.0,583000.0,700116.0
11,2008.07.23,587000.0,3000.0,590000.0,594000.0,581000.0,568533.0
12,2008.07.22,590000.0,9000.0,584000.0,590000.0,580000.0,382911.0
13,2008.07.21,599000.0,17000.0,582000.0,606000.0,582000.0,519952.0
1,2008.07.18,582000.0,2000.0,591000.0,594000.0,577000.0,309078.0
2,2008.07.17,584000.0,23000.0,571000.0,589000.0,570000.0,652098.0
3,2008.07.16,561000.0,8000.0,557000.0,567000.0,554000.0,517293.0
4,2008.07.15,553000.0,14000.0,561000.0,563000.0,553000.0,544346.0
5,2008.07.14,567000.0,1000.0,564000.0,582000.0,561000.0,415808.0
9,2008.07.11,568000.0,8000.0,561000.0,573000.0,557000.0,655727.0
10,2008.07.10,560000.0,15000.0,558000.0,570000.0,556000.0,1074177.0
11,2008.07.09,575000.0,18000.0,605000.0,606000.0,575000.0,597274.0
12,2008.07.08,593000.0,21000.0,611000.0,618000.0,593000.0,558290.0
13,2008.07.07,614000.0,2000.0,610000.0,628000.0,601000.0,523088.0
1,2008.07.04,616000.0,17000.0,630000.0,633000.0,616000.0,450406.0
2,2008.07.03,633000.0,3000.0,617000.0,645000.0,617000.0,586598.0
3,2008.07.02,630000.0,6000.0,630000.0,637000.0,623000.0,488587.0
4,2008.07.01,636000.0,11000.0,626000.0,640000.0,609000.0,673368.0
5,2008.06.30,625000.0,18000.0,638000.0,640000.0,625000.0,573479.0
9,2008.06.27,643000.0,22000.0,646000.0,650000.0,637000.0,511537.0
10,2008.06.26,665000.0,10000.0,660000.0,670000.0,656000.0,398145.0
11,2008.06.25,655000.0,4000.0,658000.0,661000.0,644000.0,446589.0
12,2008.06.24,659000.0,1000.0,660000.0,664000.0,654000.0,313711.0
13,2008.06.23,658000.0,10000.0,652000.0,663000.0,652000.0,408770.0
1,2008.06.20,668000.0,7000.0,688000.0,688000.0,665000.0,428189.0
2,2008.06.19,675000.0,29000.0,696000.0,697000.0,675000.0,516520.0
3,2008.06.18,704000.0,16000.0,681000.0,704000.0,681000.0,302076.0
4,2008.06.17,688000.0,3000.0,691000.0,695000.0,681000.0,365451.0
5,2008.06.16,691000.0,17000.0,685000.0,691000.0,680000.0,335345.0
9,2008.06.13,674000.0,11000.0,672000.0,692000.0,666000.0,529803.0
10,2008.06.12,663000.0,18000.0,669000.0,678000.0,663000.0,901709.0
11,2008.06.11,681000.0,15000.0,669000.0,688000.0,667000.0,479723.0
12,2008.06.10,666000.0,20000.0,687000.0,691000.0,665000.0,560106.0
13,2008.06.09,686000.0,23000.0,684000.0,692000.0,682000.0,619982.0
1,2008.06.05,709000.0,4000.0,718000.0,718000.0,707000.0,362537.0
2,2008.06.04,713000.0,9000.0,703000.0,720000.0,703000.0,286740.0
3,2008.06.03,704000.0,22000.0,722000.0,722000.0,703000.0,419364.0
4,2008.06.02,726000.0,15000.0,735000.0,741000.0,725000.0,397396.0
5,2008.05.30,741000.0,11000.0,729000.0,741000.0,725000.0,493392.0
9,2008.05.29,730000.0,38000.0,704000.0,730000.0,697000.0,497100.0
10,2008.05.28,692000.0,10000.0,718000.0,718000.0,690000.0,415084.0
11,2008.05.27,702000.0,23000.0,690000.0,705000.0,689000.0,364827.0
12,2008.05.26,679000.0,28000.0,699000.0,700000.0,672000.0,844508.0
13,2008.05.23,707000.0,6000.0,710000.0,723000.0,707000.0,294057.0
1,2008.05.22,713000.0,5000.0,712000.0,720000.0,704000.0,362597.0
2,2008.05.21,718000.0,5000.0,702000.0,726000.0,701000.0,473984.0
3,2008.05.20,713000.0,15000.0,728000.0,729000.0,703000.0,912462.0
4,2008.05.19,728000.0,32000.0,760000.0,763000.0,728000.0,632545.0
5,2008.05.16,760000.0,4000.0,760000.0,764000.0,749000.0,604150.0
9,2008.05.15,764000.0,26000.0,740000.0,764000.0,740000.0,549754.0
10,2008.05.14,738000.0,3000.0,732000.0,738000.0,729000.0,401059.0
11,2008.05.13,735000.0,26000.0,718000.0,735000.0,710000.0,600893.0
12,2008.05.09,709000.0,19000.0,732000.0,733000.0,707000.0,581711.0
13,2008.05.08,728000.0,13000.0,725000.0,730000.0,719000.0,688815.0
1,2008.05.07,741000.0,4000.0,738000.0,745000.0,732000.0,446575.0
2,2008.05.06,745000.0,14000.0,735000.0,745000.0,732000.0,767162.0
3,2008.05.02,731000.0,20000.0,733000.0,734000.0,724000.0,1008350.0
4,2008.04.30,711000.0,1000.0,709000.0,718000.0,705000.0,627649.0
5,2008.04.29,710000.0,6000.0,717000.0,718000.0,706000.0,434594.0
9,2008.04.28,716000.0,26000.0,696000.0,719000.0,692000.0,764629.0
10,2008.04.25,690000.0,29000.0,670000.0,690000.0,666000.0,1005154.0
11,2008.04.24,661000.0,8000.0,659000.0,671000.0,655000.0,502378.0
12,2008.04.23,653000.0,22000.0,668000.0,675000.0,653000.0,508013.0
13,2008.04.22,675000.0,1000.0,670000.0,679000.0,668000.0,367195.0
1,2008.04.21,674000.0,9000.0,675000.0,676000.0,666000.0,429666.0
2,2008.04.18,665000.0,4000.0,662000.0,677000.0,662000.0,504488.0
3,2008.04.17,661000.0,10000.0,668000.0,671000.0,660000.0,404439.0
4,2008.04.16,651000.0,7000.0,660000.0,665000.0,647000.0,502937.0
5,2008.04.15,658000.0,20000.0,678000.0,679000.0,658000.0,392714.0
9,2008.04.14,678000.0,2000.0,670000.0,678000.0,662000.0,420276.0
10,2008.04.11,680000.0,24000.0,660000.0,680000.0,660000.0,795995.0
11,2008.04.10,656000.0,10000.0,643000.0,662000.0,639000.0,674191.0
12,2008.04.08,646000.0,4000.0,643000.0,648000.0,636000.0,341622.0
13,2008.04.07,650000.0,0.0,646000.0,661000.0,646000.0,411714.0
1,2008.04.04,650000.0,12000.0,662000.0,662000.0,647000.0,350113.0
2,2008.04.03,662000.0,1000.0,661000.0,667000.0,656000.0,433515.0
3,2008.04.02,661000.0,25000.0,652000.0,662000.0,651000.0,778721.0
4,2008.04.01,636000.0,13000.0,628000.0,641000.0,618000.0,679572.0
5,2008.03.31,623000.0,10000.0,617000.0,629000.0,612000.0,586773.0
9,2008.03.28,613000.0,8000.0,605000.0,618000.0,603000.0,506860.0
10,2008.03.27,605000.0,7000.0,606000.0,608000.0,596000.0,418533.0
11,2008.03.26,612000.0,2000.0,619000.0,619000.0,609000.0,318996.0
12,2008.03.25,610000.0,11000.0,611000.0,615000.0,605000.0,428317.0
13,2008.03.24,599000.0,8000.0,604000.0,606000.0,595000.0,211833.0
1,2008.03.21,607000.0,1000.0,609000.0,610000.0,602000.0,431495.0
2,2008.03.20,606000.0,15000.0,585000.0,606000.0,579000.0,646685.0
3,2008.03.19,591000.0,23000.0,582000.0,593000.0,580000.0,700706.0
4,2008.03.18,568000.0,18000.0,552000.0,572000.0,552000.0,849608.0
5,2008.03.17,550000.0,3000.0,553000.0,559000.0,545000.0,814825.0
9,2008.03.14,547000.0,3000.0,555000.0,557000.0,543000.0,443619.0
10,2008.03.13,550000.0,10000.0,551000.0,559000.0,547000.0,616703.0
11,2008.03.12,560000.0,5000.0,566000.0,570000.0,558000.0,487481.0
12,2008.03.11,555000.0,1000.0,548000.0,559000.0,547000.0,627098.0
13,2008.03.10,554000.0,4000.0,548000.0,561000.0,545000.0,357960.0
1,2008.03.07,550000.0,12000.0,550000.0,555000.0,547000.0,405455.0
2,2008.03.06,562000.0,0.0,563000.0,575000.0,558000.0,377012.0
3,2008.03.05,562000.0,10000.0,551000.0,566000.0,551000.0,421940.0
4,2008.03.04,552000.0,3000.0,550000.0,561000.0,550000.0,339511.0
5,2008.03.03,549000.0,11000.0,545000.0,552000.0,542000.0,442736.0
9,2008.02.29,560000.0,20000.0,577000.0,577000.0,560000.0,459776.0
10,2008.02.28,580000.0,2000.0,584000.0,585000.0,573000.0,290722.0
11,2008.02.27,578000.0,7000.0,573000.0,586000.0,569000.0,277656.0
12,2008.02.26,571000.0,10000.0,581000.0,586000.0,569000.0,247871.0
13,2008.02.25,581000.0,1000.0,578000.0,582000.0,575000.0,304726.0
1,2008.02.22,582000.0,12000.0,582000.0,587000.0,580000.0,311492.0
2,2008.02.21,594000.0,16000.0,579000.0,596000.0,579000.0,425392.0
3,2008.02.20,578000.0,9000.0,587000.0,590000.0,576000.0,363429.0
4,2008.02.19,587000.0,10000.0,580000.0,587000.0,577000.0,332820.0
5,2008.02.18,577000.0,9000.0,582000.0,587000.0,571000.0,368249.0
9,2008.02.15,586000.0,7000.0,586000.0,590000.0,575000.0,400020.0
10,2008.02.14,593000.0,19000.0,583000.0,593000.0,580000.0,576741.0
11,2008.02.13,574000.0,1000.0,588000.0,588000.0,570000.0,431174.0
12,2008.02.12,573000.0,11000.0,585000.0,588000.0,573000.0,370261.0
13,2008.02.11,584000.0,29000.0,591000.0,601000.0,584000.0,576825.0
1,2008.02.05,613000.0,1000.0,605000.0,618000.0,601000.0,464151.0
2,2008.02.04,612000.0,26000.0,602000.0,612000.0,600000.0,938431.0
3,2008.02.01,586000.0,9000.0,601000.0,605000.0,578000.0,567042.0
4,2008.01.31,595000.0,24000.0,579000.0,597000.0,571000.0,935342.0
5,2008.01.30,571000.0,13000.0,567000.0,581000.0,560000.0,715388.0
9,2008.01.29,558000.0,19000.0,546000.0,560000.0,544000.0,429425.0
10,2008.01.28,539000.0,22000.0,553000.0,565000.0,536000.0,544264.0
11,2008.01.25,561000.0,5000.0,556000.0,570000.0,554000.0,522150.0
12,2008.01.24,556000.0,16000.0,551000.0,562000.0,549000.0,558040.0
13,2008.01.23,540000.0,4000.0,552000.0,556000.0,538000.0,726077.0
1,2008.01.22,536000.0,28000.0,550000.0,558000.0,536000.0,864273.0
2,2008.01.21,564000.0,3000.0,561000.0,573000.0,558000.0,501701.0
3,2008.01.18,567000.0,7000.0,552000.0,572000.0,548000.0,711728.0
4,2008.01.17,560000.0,30000.0,537000.0,560000.0,536000.0,844278.0
5,2008.01.16,530000.0,2000.0,520000.0,540000.0,518000.0,988962.0
9,2008.01.15,532000.0,7000.0,533000.0,541000.0,521000.0,805679.0
10,2008.01.14,525000.0,9000.0,514000.0,526000.0,514000.0,443340.0
11,2008.01.11,516000.0,0.0,518000.0,526000.0,511000.0,468503.0
12,2008.01.10,516000.0,9000.0,522000.0,529000.0,516000.0,631027.0
13,2008.01.09,525000.0,9000.0,517000.0,529000.0,513000.0,477309.0
1,2008.01.08,516000.0,3000.0,519000.0,524000.0,516000.0,495674.0
2,2008.01.07,519000.0,20000.0,518000.0,524000.0,517000.0,795744.0
3,2008.01.04,539000.0,7000.0,546000.0,548000.0,538000.0,359947.0
4,2008.01.03,546000.0,2000.0,538000.0,553000.0,532000.0,386930.0
5,2008.01.02,544000.0,12000.0,559000.0,560000.0,542000.0,360944.0
9,2007.12.28,556000.0,14000.0,565000.0,567000.0,556000.0,296401.0
10,2007.12.27,570000.0,6000.0,574000.0,578000.0,570000.0,238236.0
11,2007.12.26,576000.0,2000.0,579000.0,584000.0,572000.0,219840.0
12,2007.12.24,578000.0,18000.0,562000.0,580000.0,562000.0,377486.0
13,2007.12.21,560000.0,1000.0,562000.0,564000.0,551000.0,367215.0
